Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
Effective Total Throughput (tokens/sec),10973.47,0.00,48028.88,,,,,,10251.73,,20802.70,25360.27,48028.88,8933.88
HTTP Blocked (ms),0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
HTTP Chunks Received,264.86,2.00,1012.00,67805.00,3.00,6.75,32.50,99.00,202.00,379.75,589.50,672.00,891.55,217.51
HTTP Chunks Sent,1.00,1.00,1.00,256.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,1.00,0.00
HTTP Connecting (ms),0.52,0.00,8.85,132.74,0.00,0.00,0.00,0.00,0.00,0.00,1.51,2.24,8.26,1.60
HTTP Connection Overhead (ms),0.70,0.00,13.58,179.86,0.00,0.00,0.00,0.00,0.00,0.00,1.51,2.24,12.28,2.40
HTTP Connection Reused (ratio),0.83,0.00,1.00,212.00,0.00,0.00,0.00,1.00,1.00,1.00,1.00,1.00,1.00,0.38
HTTP Data Received (KB),62.37,0.82,236.55,15966.98,1.05,1.93,7.97,23.56,47.66,89.31,138.32,157.74,208.96,50.90
HTTP Data Sent (KB),2.22,1.89,2.51,569.21,1.92,2.06,2.09,2.16,2.23,2.29,2.35,2.38,2.42,0.10
HTTP DNS Lookup (ms),0.18,0.00,4.73,47.12,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,4.06,0.83
HTTP Duration (excl. conn) (ms),3720.94,68.73,12368.80,952561.43,126.01,318.53,1006.96,1550.54,3059.47,5313.23,7455.21,8822.60,11452.99,2710.41
HTTP Receiving (ms),3414.33,7.90,12226.16,874068.90,26.06,180.33,732.30,1331.33,2713.97,5009.74,7198.40,8643.56,11142.43,2673.92
HTTP Sending (ms),0.97,0.13,10.01,248.17,0.23,0.35,0.36,0.38,0.42,0.56,1.98,2.70,8.98,1.69
HTTP Total Time (ms),3721.65,68.73,12368.80,952741.29,126.01,318.53,1006.96,1550.54,3059.47,5313.79,7455.21,8822.60,11453.61,2710.56
HTTP Waiting (TTFB) (ms),305.64,53.52,1314.56,78244.36,58.98,72.48,77.68,97.31,133.12,275.76,860.85,1144.76,1313.48,357.07
Input Sequence Length (tokens),512.00,512.00,512.00,131072.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,512.00,0.00
Inter Chunk Latency (ms),12.93,0.00,286.06,870506.69,5.32,6.42,7.04,8.13,9.32,11.04,26.86,32.70,45.57,13.28
Inter Token Latency (ms),16.54,7.96,285.30,4201.49,8.07,8.98,10.10,12.14,13.14,13.63,15.73,19.55,142.88,27.44
OSL Mismatch Diff % (%),-86.76,-99.95,-50.05,-22210.11,-99.90,-99.72,-98.29,-95.06,-89.97,-80.70,-70.87,-66.52,-55.76,10.84
Output Sequence Length (tokens),271.19,1.00,1023.00,69425.00,2.00,5.75,35.00,101.25,205.50,395.25,596.50,685.75,905.95,221.95
Output Token Count (tokens),271.19,1.00,1023.00,69425.00,2.00,5.75,35.00,101.25,205.50,395.25,596.50,685.75,905.95,221.95
Output Token Throughput Per User (tokens/sec/user),77.56,3.51,125.62,19699.33,9.14,51.17,63.58,73.37,76.08,82.35,98.96,111.35,123.89,17.91
Prefill Throughput Per User (tokens/sec/user),3665.27,386.50,9474.52,938307.88,387.11,444.72,590.35,1854.47,3827.76,5230.50,6539.10,7011.13,8597.90,2192.09
Request Latency (ms),3707.24,61.02,12352.18,949053.91,117.29,307.93,972.94,1542.26,3043.20,5304.66,7447.32,8812.37,11441.49,2712.95
Time to First Output Token (ms),306.83,54.04,1324.70,78547.22,59.55,73.04,78.30,97.89,133.76,276.48,867.28,1151.29,1322.64,358.36
Time to First Token (ms),306.83,54.04,1324.70,78547.22,59.55,73.04,78.30,97.89,133.76,276.48,867.28,1151.29,1322.64,358.36
Time to Second Token (ms),57.89,6.65,286.06,14704.58,6.82,7.11,7.79,8.87,10.81,53.31,171.76,285.18,285.68,86.29
Tokens In Flight (tokens),36649.43,0.00,48614.22,,,,,,43018.64,,47843.41,48118.47,48388.55,13916.18

Metric,Value
Benchmark Duration (sec),18.22
Input Token Throughput (tokens/sec),7182.92
OSL Mismatch Count,256.00
Output Token Throughput (tokens/sec),3804.58
Request Count,256.00
Request Throughput (requests/sec),14.03
Total Input Sequence Length (tokens),131072.00
Total Output Sequence Length (tokens),69425.00
Total Output Tokens (tokens),69425.00
Total Token Throughput (tokens/sec),10987.50


Endpoint,GPU_Index,GPU_Name,GPU_UUID,Platform,Metric,avg,min,max,sum,p1,p5,p10,p25,p50,p75,p90,p95,p99,std
